name,category,subcategory,confidence
Tata Soulfull Millet Muesli - Fruit and Nut : 1 kg,Grocery & Food,Pantry Essentials,0.3552624583244324
Tata Soulfull Millet Muesli - Crunchy : 1 kg,Electronics,Home Appliances,0.3
Bagrry's Crunchy Muesli with Almonds-Raisins-Honey : 1 kg,Grocery & Food,Snacks & Beverages,0.3080905079841614
Bagrry's Nutty Fruity Muesli : 1 kg,Electronics,Home Appliances,0.3
True Elements Nuts & Berries Muesli : 1  kg,Grocery & Food,Pantry Essentials,0.3470376133918762
Yoga Bar Fruits Nuts & Seed Muesli : 40 g,Grocery & Food,Pantry Essentials,0.38794365525245667
Saffola Muesli Berry Crunch : 185 g,Grocery & Food,Pantry Essentials,0.3
Cadbury Dairy Milk Silk Chocolate Bar : 60 g,Grocery & Food,Snacks & Beverages,0.36876124143600464
Saffola Muesli Choco Crunch : 185 g,Grocery & Food,Pantry Essentials,0.3410883843898773
Bagrry's Fruit & Nut Muesli With Cranberries : 750 gms,Grocery & Food,Pantry Essentials,0.33492255210876465
Cadbury Dairy Milk Silk Chocolate Mini Treats : 153 g,Baby Products,Baby Care,0.43196359276771545
Nestle Kitkat Chocolate : 119 gms,Grocery & Food,Snacks & Beverages,0.4085569977760315
Kwality Crunchy Almonds Raisins & Honey Muesli Jar: 1 kg,Grocery & Food,Pantry Essentials,0.3567197024822235
Nestle Munch Share Bag : 151.3 g,Baby Products,Baby Care,0.4272202253341675
Saffola Muesli Kesar Crunch : 185 g,Grocery & Food,Pantry Essentials,0.3
Snickers Value Pack : 135 gms,Grocery & Food,Snacks & Beverages,0.2632675766944885
Nestle Kitkat Bar 4 Finger : 36.5 gms,Pet Supplies,Cat Supplies,0.3073410093784332
Cadbury Perk Chocolate Coated Wafer Mini Treats : 115.5 g,Grocery & Food,Snacks & Beverages,0.4313395619392395
Ferrero Rocher - 4 Pieces : 50 gms,Grocery & Food,Snacks & Beverages,0.21111905574798584
Cadbury Dairy Milk Crackle Bar : 36 gms,Grocery & Food,Snacks & Beverages,0.31630969047546387
Bounty Miniatures Chocolate : 100 g,Party & Events,Party Supplies,0.39718133211135864
Snickers Butterscotch Chocolate Bar : 40 gms,Grocery & Food,Snacks & Beverages,0.39187127351760864
Cadbury Fuse Mini Treats Chocolate : 108.5 g,Party & Events,Party Supplies,0.402619332075119
Kinder Joy Pink : 20 gms,Party & Events,Party Supplies,0.2657676339149475
Kinder Joy Blue : 20 gms,Toys & Games,Kids Toys,0.29931721091270447
Snickers Veg Chocolate : 45 gms,Grocery & Food,Snacks & Beverages,0.3662436008453369
Cadbury Gems MinisHome Treats Pack : 126.4  gms,Grocery & Food,Snacks & Beverages,0.3266998827457428
Cadbury Gems Surprise Ball : 15.8 gms,Party & Events,Party Supplies,0.31381791830062866
Cadbury 5 Star Chocolate : 19.5 gms,Grocery & Food,Snacks & Beverages,0.3222222222222222
Bounty Chocolate : 57 gms,Grocery & Food,Snacks & Beverages,0.34834155440330505
Cadbury Celebrations Milk Chocolates : 203 g,Grocery & Food,Snacks & Beverages,0.6
Cadbury Coffee Choclairs Gold Chocolate : 520 gms,Grocery & Food,Snacks & Beverages,0.34444444444444444
Nestle Kitkat Chocolate : 27.5 gms,Grocery & Food,Snacks & Beverages,0.3951258063316345
Cadbury Dairy Milk Roast Almond : 36 gms,Grocery & Food,Snacks & Beverages,0.33191943168640137
Nestle Milky Bar Chocolate : 38 gms,Grocery & Food,Snacks & Beverages,0.34097394347190857
Kinder Schoko-Bons Crispy Milky & Cocoa : 67.2 gms,Grocery & Food,Snacks & Beverages,0.2723633050918579
Amul Milk Chocolate : 150 gms,Grocery & Food,Snacks & Beverages,0.3484383225440979
Nestle Munch Max Chocolate Coated Wafer : 38.5 gm,Grocery & Food,Snacks & Beverages,0.3222222222222222
Cadbury Perk Chocolate coated wafer Bar : 20 g,Grocery & Food,Snacks & Beverages,0.34364259243011475
Snickers Minis Chocolate : 108 g,Grocery & Food,Snacks & Beverages,0.38272935152053833
Mars Miniatures Chocolates : 100 gms,Toys & Games,Kids Toys,0.39029476046562195
Amul India Twilight Tryst Milk Chocolate : 125 gms,Grocery & Food,Pantry Essentials,0.33679088950157166
Kinder Creamy Milky & Crunchy : 19 gms,Grocery & Food,Pantry Essentials,0.20696724951267242
Nestle Kitkat Rich Chocolate Coated Wafer  : 50 g,Grocery & Food,Snacks & Beverages,0.3800874650478363
Cadbury Dairy Milk Bites - Chocolate Hazelnut : 40 gms,Grocery & Food,Snacks & Beverages,0.3222222222222222
Galaxy Milk Chocolate With Fruit & Nut : 50 gms,Baby Products,Baby Care,0.3865129351615906
Twix Chocolate : 50 gms,Grocery & Food,Snacks & Beverages,0.3345552086830139
Galaxy Milk Chocolate With Cookie Crumble : 50 gms,Grocery & Food,Snacks & Beverages,0.36547017097473145
Cadbury Dairy Milk Bites - Chocolate Almond : 40 gms,Grocery & Food,Snacks & Beverages,0.41670334339141846
Galaxy Chocolate Smooth Milk : 80 gms,Baby Products,Baby Care,0.3177022337913513
Cadbury Dairy Milk Silk Hazelnut Chocolate Bar : 58 g,Grocery & Food,Pantry Essentials,0.3423197865486145
Hershey's Kisses Special Dark N Almonds Chocolate : 100.8 gms,Grocery & Food,Snacks & Beverages,0.37394648790359497
Mars Chocolate : 51 gms,Grocery & Food,Snacks & Beverages,0.30192700028419495
Parle Melody Chocolaty : 371.45 gms,Books & Media,Musical Instruments,0.3700885474681854
Gula Gula Lemon Candy : 100 gms,Grocery & Food,Pantry Essentials,0.3561028838157654
Gula Gula Orange Candy : 100 gms,Grocery & Food,Snacks & Beverages,0.3464813232421875
Alpenliebe Caramel Toffee : 324 gms,Pet Supplies,Cat Supplies,0.27306655049324036
Fruittella Strawberry : 36 gms,Fashion & Accessories,Women's Fashion,0.3
Jelly Mazza Soft Candy Celebration Pack : 200 gms,Grocery & Food,Snacks & Beverages,0.44549107551574707
Chandan 4 In 1 Mix Mouth Freshener : 225 gms,Fashion & Accessories,Women's Fashion,0.3
Jelly Mazza Fruity Strawberry Chews : 37 gms,Grocery & Food,Snacks & Beverages,0.3708173632621765
Parle Mazelo : 198 gms,Grocery & Food,Snacks & Beverages,0.3
Jelly Mazza Guava Fruity Chews : 37 gms,Grocery & Food,Snacks & Beverages,0.4116349220275879
Jelly Mazza Fruity Pops Orange : 150 gms,Grocery & Food,Snacks & Beverages,0.2940886914730072
Jelly Mazza Fruity Pops Grape : 150 gms,Grocery & Food,Pantry Essentials,0.2535824775695801
Jelly Mazza Kaccha Mango Soft Candy : 24 gms,Grocery & Food,Snacks & Beverages,0.3745889663696289
Wrigley's Orbit Mixed Fruit Sugar Free Chewing Gum : 22 gms,Grocery & Food,Snacks & Beverages,0.3762921094894409
Chandan Anardana Punch : 160 gms,Fashion & Accessories,Women's Fashion,0.3
Gula Gula Kaccha Mango Flavour : 100 gms,Grocery & Food,Pantry Essentials,0.3679983615875244
Parle Kaccha Mango Bite Candy : 260.38 gms,Grocery & Food,Snacks & Beverages,0.32389795780181885
Alpenliebe Juzt Jelly : 259 gms,Grocery & Food,Snacks & Beverages,0.21221870183944702
Alpenliebe Gold Cream Strawberry Toffee : 144 gms,Fashion & Accessories,Women's Fashion,0.3
Wrigley's Double Pepper Mints : 30.4 gms,Fashion & Accessories,Women's Fashion,0.3
Choki Choki Choco Milk Bars : 225 g,Grocery & Food,Pantry Essentials,0.3833655118942261
Orbit Swetmint Sugarfree Chewing Gum : 22 gms,Grocery & Food,Snacks & Beverages,0.316581666469574
Alpenliebe Gold Caramel Toffee : 144 gms,Grocery & Food,Pantry Essentials,0.31155818700790405
Alpenliebe Juzt Jelly Strawberry Pouch : 148 gms,Fashion & Accessories,Women's Fashion,0.3
Alpenliebe Eclairs Choco Caramel Pouch : 136 gms,Pet Supplies,Dog Supplies,0.3423055410385132
Tic Tac Mint : 7.2 gms,Automotive,Cars & Motorbike,0.31275761127471924
Tic Tac Spearmint : 9.7 gms,Industrial & Scientific,Industrial Tools,0.29017746448516846
Alpenliebe Juzt Jelly Strawberry Flavour : 68.4 gms,Fashion & Accessories,Women's Fashion,0.3
Wrigley's Double Mint Classic Gum - Peppermint : 13 gms,Fashion & Accessories,Women's Fashion,0.3
Parle Bigger Orange Bite : 214.5 g,Grocery & Food,Snacks & Beverages,0.3
Amul Dark Chocolate : 150 gms,Grocery & Food,Snacks & Beverages,0.3276371359825134
Amul Fruit 'N' Nut Dark Chocolate : 150 gms,Grocery & Food,Snacks & Beverages,0.39554035663604736
Cadbury Bournville Cranberry Dark Chocolate Bar : 80 gms,Grocery & Food,Snacks & Beverages,0.6222222222222222
Amul India Twilight Tryst Dark Chocolate : 125 gms,Grocery & Food,Snacks & Beverages,0.3222222222222222
Chandan Mango Tango : 150 gms,Fashion & Accessories,Women's Fashion,0.3
Chandan Grape Tangy : 170 gms,Fashion & Accessories,Women's Fashion,0.3
Home Chef Tomato Ketchup : 1.2 kgs,Electronics,Home Appliances,0.3
Del Monte Tomato Ketchup : 900 gms,Grocery & Food,Pantry Essentials,0.3462461233139038
Maggi Rich Tomato Ketchup : 485 gms,Grocery & Food,Pantry Essentials,0.32113128900527954
Ching's Red Chilli Sauce : 200 gms,Grocery & Food,Pantry Essentials,0.390716016292572
Kissan Tomato Sauce - No Onion No Garlic : 850 gms,Grocery & Food,Pantry Essentials,0.6222222222222222
Maggi Tomato Ketchup Pichkoo : 75 gms,Grocery & Food,Pantry Essentials,0.31269437074661255
Wingreens Pizza & Pasta Sauce : 450 gms,Grocery & Food,Pantry Essentials,0.4211606979370117
Ching's Green Chilli Sauce : 190 gms,Grocery & Food,Pantry Essentials,0.3983350098133087
Ching's Dark Soy Sauce : 200 gms,Grocery & Food,Pantry Essentials,0.4467182755470276
Kissan Tomato Sauce - Sweet & Spicy : 850 g,Grocery & Food,Pantry Essentials,0.6222222222222222
Dr. Oetker FunFoods Pasta & Pizza Red Sauce (No Preservatives Added) : 315 g,Grocery & Food,Pantry Essentials,0.48411014676094055
Wingreens Cheesy Sauce : 450 gms,Grocery & Food,Pantry Essentials,0.33426421880722046
Maggi Rich Tomato No Onion No Garlic Sauce : 970 gms,Grocery & Food,Pantry Essentials,0.34181728959083557
Veeba Pasta & Pizza Sauce : 280 gms,Grocery & Food,Pantry Essentials,0.4377991557121277
Ching's Schezwan Sauce : 250 gms,Grocery & Food,Pantry Essentials,0.3828883469104767
Wingreens Tandoori Sauce Tube : 180 gms,Grocery & Food,Pantry Essentials,0.3219391405582428
Wingreens Honey Mustard Tube : 180 gms,Fashion & Accessories,Women's Fashion,0.3
Wingreens Schezwan Chilli Garlic Sauce : 450 gms,Grocery & Food,Pantry Essentials,0.3539368808269501
Wingreens Chowmein & Stir Fry Sauce : 450 gms,Grocery & Food,Pantry Essentials,0.42221951484680176
Inchi Red Chilli Sauce : 190 gms,Grocery & Food,Pantry Essentials,0.3222222222222222
Wingreens Thousand Island Tube : 180 gms,Fashion & Accessories,Women's Fashion,0.3
Wingreens Mint Mayo Tube : 180 gms,Fashion & Accessories,Women's Fashion,0.3
Inchi Soy Sauce : 210 gms,Grocery & Food,Pantry Essentials,0.4220222234725952
Hoi Momo Sauce - Classic Green : 250 g,Grocery & Food,Pantry Essentials,0.3175640404224396
Inchi Green Chilli Sauce : 190 gms,Grocery & Food,Pantry Essentials,0.347639262676239
Wingreens Chatpata Pudina Naan Chip & Tandoori Dip : 70 gms,Fashion & Accessories,Women's Fashion,0.3
Knorr Red Chilli Sauce,Grocery & Food,Pantry Essentials,0.3222222222222222
Mothers Recipe Ginger Garlic Paste : 300 gms,Grocery & Food,Pantry Essentials,0.34513017535209656
Surya Ginger Garlic Paste Jar : 1 kg,Health & Beauty,Health Care,0.3393315076828003
Ching's Schezwan Chutney : 590 gms,Fashion & Accessories,Women's Fashion,0.3
WOW Organic Apple Cider Vinegar With Mother : 400 ml,Electronics,Audio Devices,0.3
Kissan Mix Fruit Jam : 90 gms,Grocery & Food,Pantry Essentials,0.3673859238624573
Ching's Chilli Vinegar : 170 ml,Grocery & Food,Pantry Essentials,0.3597145080566406
Borges Apple Cider Vinegar With The Mother : 355 ml,Electronics,Audio Devices,0.3
Hershey's Choco Spreads Cocoa With Almond : 350 gms,Grocery & Food,Pantry Essentials,0.3903348445892334
Veeba Peanut Crunchy Butter : 925 gms,Grocery & Food,Pantry Essentials,0.4229390621185303
Dabur Himalayan Apple Cider Vinegar : 500 ml,Grocery & Food,Pantry Essentials,0.3222222222222222
Hershey's Choco Spreads Cocoa : 300 gms,Grocery & Food,Pantry Essentials,0.3422194719314575
Dr. Oetker FunFoods Peanut Butter Crunchy : 375 g,Grocery & Food,Pantry Essentials,0.4161042869091034
Dr. Oetker FunFoods Peanut Butter Creamy : 375 g,Grocery & Food,Pantry Essentials,0.43846070766448975
Kissan Peanut Butter Creamy : 350 gms,Grocery & Food,Pantry Essentials,0.3977092504501343
Saffola Honey : 1 kg,Grocery & Food,Pantry Essentials,0.3222222222222222
Sundrop Crunchy Peanut Butter : 924 gms,Grocery & Food,Pantry Essentials,0.3949470520019531
Dabur Honey Squeezy Pack : 400 gms,Grocery & Food,Pantry Essentials,0.3222222222222222
Pillsbury Milk Choco Spread Jar : 290 gms,Grocery & Food,Pantry Essentials,0.3205612301826477
Sundrop Crunchy Peanut Butter : 461 gms,Grocery & Food,Pantry Essentials,0.3921317756175995
Saffola Creamy Peanut Butter : 350 gms,Grocery & Food,Pantry Essentials,0.47407791018486023
Sundrop Creamy Peanut Butter : 924 gms,Grocery & Food,Pantry Essentials,0.3910750150680542
Saffola Crunchy Peanut Butter : 350 gms,Grocery & Food,Pantry Essentials,0.48311886191368103
Lion Honey : 1 kg,Electronics,Home Appliances,0.3
Organic India Multi Floral Honey : 250 gms,Jewelry & Watches,Fine Jewelry,0.27147966623306274
Veeba Thousand Island Dressing : 300 gms,Fashion & Accessories,Women's Fashion,0.33816561102867126
Wingreens Cheesy Chipotle Sauce Tube : 180 gms,Industrial & Scientific,Lab & Scientific,0.31205856800079346
Saffola Honey : 350 g,Grocery & Food,Pantry Essentials,0.3646204471588135
Veeba Chipotle Southwest Dressing : 300 gms,Fashion & Accessories,Women's Fashion,0.3
Veeba Peri Peri Sauce : 300 gms,Grocery & Food,Pantry Essentials,0.3903774917125702
24 Mantra Organic Wild Honey : 250 gms,Fashion & Accessories,Women's Fashion,0.3
Dr. Oetker FunFoods Pizza Topping All-in-One (No Preservatives Added) : 315 g,Grocery & Food,Pantry Essentials,0.32217204570770264
Veeba Eggless Mayonnaise : 100 gms,Grocery & Food,Pantry Essentials,0.3013489246368408
Wingreens Premium Veg Mayo : 800 gms,Fashion & Accessories,Women's Fashion,0.3
Saffola Mayonnaise Eggless : 80 gms,Grocery & Food,Pantry Essentials,0.34158456325531006
Veeba Eggless Garlic Mayonnaise : 250 gms,Grocery & Food,Pantry Essentials,0.29846417903900146
Top Ramen Masala Noodles : 480 gms,Grocery & Food,Pantry Essentials,0.44708889722824097
Maggi Special Masala Noodles : 70 gms,Grocery & Food,Pantry Essentials,0.5120624899864197
Ching's Manchurian Instant Noodles : 240 gms,Grocery & Food,Pantry Essentials,0.4504697918891907
Wai Wai Xpress Masala Delight Noodles : 440 gms,Grocery & Food,Pantry Essentials,0.4748937785625458
Knorr Korean Ramen Spicy Kimchi Veg Meal : 96 gm,Grocery & Food,Pantry Essentials,0.4080870747566223
Ching's Hot Garlic Instant Noodles : 240 gms,Grocery & Food,Pantry Essentials,0.54660964012146
Slurrp Farm Little Millet Mild Masala Noodles : 192 gm,Grocery & Food,Pantry Essentials,0.5119708776473999
Slurrp Farm Curry Masala Noodles : 192 gms,Grocery & Food,Pantry Essentials,0.49291303753852844
Ching's Schezwan Instant Noodles : 240 gms,Grocery & Food,Pantry Essentials,0.461831271648407
Knorr Korean Ramen Spicy Jjajangmyeon Veg Meal : 110 gm,Grocery & Food,Pantry Essentials,0.4208054542541504
Maggi Special Masala Noodles 4Pack : 280 gms,Grocery & Food,Pantry Essentials,0.4871130585670471
Top Ramen Curry Noodles : 280 gms,Grocery & Food,Pantry Essentials,0.4075099229812622
Maggi Oats Masala Noodles: 290 gms,Grocery & Food,Pantry Essentials,0.5901052951812744
Slurrp Farm Instant Millet Noodles Yummy Masala : 57 gm,Grocery & Food,Pantry Essentials,0.5712474584579468
Borges Penne Rigate Durum Wheat Pasta : 500 gms,Grocery & Food,Pantry Essentials,0.4748247265815735
Chef's Basket Durum Wheat Fusilli Pasta : 500 gms,Grocery & Food,Pantry Essentials,0.5125043392181396
Ching's Veg Hakka Noodles : 560 gms,Grocery & Food,Pantry Essentials,0.4142163395881653
Sunfeast Yippee Power Up Atta Noodles : 70 gm,Grocery & Food,Pantry Essentials,0.39235734939575195
Borges Spaghetti Durum Wheat Pasta : 500 gms,Grocery & Food,Pantry Essentials,0.4849947690963745
Borges Fusilli Durum Wheat Pasta : 500 gms,Grocery & Food,Pantry Essentials,0.45216625928878784
Borges Macaroni Durum Wheat Pasta : 350 gms,Grocery & Food,Pantry Essentials,0.49463650584220886
Borges Mini Penne Rigate Durum Wheat Pasta : 350 gms,Grocery & Food,Pantry Essentials,0.47381287813186646
Borges Mini Fusilli Durum Wheat Pasta : 350 gms,Grocery & Food,Pantry Essentials,0.4490744173526764
Bambino Pasta Macaroni Elbow : 850 gms,Grocery & Food,Pantry Essentials,0.37095800042152405
Home Chef Pasta Fusilli : 500 gms,Grocery & Food,Pantry Essentials,0.4468657970428467
Chef's Basket Durum Wheat Elbow Pasta : 500 gms,Grocery & Food,Pantry Essentials,0.5009549856185913
Home Chef Pasta Penne : 500 gms,Grocery & Food,Pantry Essentials,0.4882332384586334
Desi Nutri Millet Penne Pasta : 180 gm,Grocery & Food,Pantry Essentials,0.5595065355300903
Bambino Roasted Vermicelli : 850 gms,Grocery & Food,Pantry Essentials,0.21076390147209167
Home Chef Pasta Macaroni Elbow : 400 gms,Grocery & Food,Pantry Essentials,0.437887966632843
Home Chef Roasted Vermicelli : 850 gms,Grocery & Food,Pantry Essentials,0.2487342208623886
Keya Fusilli 100% Durum Wheat Semolina Pasta : 400 gms,Grocery & Food,Pantry Essentials,0.5115034580230713
Keya Penne 100% Durum Wheat Semolina Pasta : 400 gms,Grocery & Food,Pantry Essentials,0.52727210521698
Bambino Plain Vermicelli : 850 gms,Jewelry & Watches,Fine Jewelry,0.1177268922328949
MTR Vermicelli : 850 gms,Electronics,Smartphones & Accessories,0.1427842378616333
Home Chef Vermicelli : 850 gms,Grocery & Food,Pantry Essentials,0.20815587043762207
Bambino Vermicelli : 1.4 kgs,Electronics,Home Appliances,0.3
Home Chef Plain Vermicelli : 1.5 kgs,Electronics,Home Appliances,0.3
Aashirvaad Wheat Vermicelli : 850 gms,Fashion & Accessories,Women's Fashion,0.3
Gits Gulab Jamun : 200 gms,Grocery & Food,Pantry Essentials,0.23371976613998413
Slurrp Farm Chocolate Millet Pancake Mix : 150 gms,Grocery & Food,Snacks & Beverages,0.4020024240016937
Gits Basundi Mix : 125 gms,Grocery & Food,Pantry Essentials,0.23409739136695862
Gits Khaman Dhokla Mix : 180 gms,Grocery & Food,Pantry Essentials,0.19717752933502197
Slurrp Farm Millet Pancake Mix Banana Choco-Chip : 150 gms,Grocery & Food,Snacks & Beverages,0.3828960359096527
Betty Crocker Complete Pancake Mix : 500 gms,Electronics,Home Appliances,0.3291438817977905
Aashirvaad Gulab Jamun Instant Mix : 500 gms,Grocery & Food,Pantry Essentials,0.35689419507980347
MTR Gulab Jamun Mix : 160 gms,Industrial & Scientific,Industrial Tools,0.22999028861522675
MTR Rava Idli Mix : 1 kg,Electronics,Home Appliances,0.3
Jaypee's Idli Dosa Uttappa Batter : 1 kg,Electronics,Home Appliances,0.3
Gits Kheer Mix Vermicelli : 100 gms,Garden & Outdoor,Gardening,0.18255820870399475
Pillsbury Choco Cooker Cake Mix : 159 gms,Grocery & Food,Pantry Essentials,0.3510923385620117
Brown & Polson Custard Powder - Vanilla : 100 gms,Beauty & Personal Care,Makeup,0.30510032176971436
Pillsbury Rich Choco Oven Cake Mix Egg-Free : 270 gms,Grocery & Food,Pantry Essentials,0.3334465026855469
Sri Aharya Ragi Idli Ravva : 500 gms,Fashion & Accessories,Women's Fashion,0.2779257297515869
Yu Bombay Rava Upma Instant Breakfast : 55 gms,Grocery & Food,Pantry Essentials,0.42247986793518066
Bambino Vermicelli Kheer Mix : 180 gms,Electronics,Audio Devices,0.21560506522655487
Sri Aharya Millets Idli Ravva : 500 gms,Grocery & Food,Pantry Essentials,0.24430999159812927
MTR Rava Dosa Mix : 500 gms,Electronics,Audio Devices,0.14008250832557678
Yu Three Cheese Pasta Instant Food : 65 gms,Grocery & Food,Pantry Essentials,0.5832273960113525
Sri Aharya Millets Upma Ravva : 500 gms,Fashion & Accessories,Women's Fashion,0.21615290641784668
Betty Crocker Complete Buttermilk Pancake Mix : 500 gms,Electronics,Home Appliances,0.36256033182144165
Sri Aharya White Sorghum Ravva : 500 gms,Fashion & Accessories,Women's Fashion,0.3
Sri Aharya Yellow Sorghum Ravva : 500 gms,Fashion & Accessories,Women's Fashion,0.3
Gits Rabdi Mix : 100 gms,Home & Personal Care,Washing & Laundry,0.14136192202568054
Betty Crocker Triple Choco Brownie Mix : 425 gms,Fashion & Accessories,Women's Fashion,0.3
Weikfield Custard Powder Vanilla : 500 gms,Fashion & Accessories,Women's Fashion,0.3
Desi Nutri Multi Millet Khichdi Mix : 450 gm,Grocery & Food,Pantry Essentials,0.3422756791114807
Desi Nutri Instant Millet Upma Mix : 200 gm,Grocery & Food,Pantry Essentials,0.3897762596607208
Tadaa Boiled Sweet Corn Kernels : 625 gms,Fashion & Accessories,Women's Fashion,0.3
Desi Nutri Multi Millet Upma Rava : 450 gm,Grocery & Food,Pantry Essentials,0.2692226767539978
Betty Crocker French Vanilla Cake Mix : 520 gms,Party & Events,Party Supplies,0.39226818084716797
MTR Instant Sambhar Mix : 180 gms,Electronics,Home Appliances,0.16875672340393066
Twix Minis Chocolate : 5 x 20 gms,Grocery & Food,Snacks & Beverages,0.36311230063438416
Gits Ready Meals Dal Makhani : 300 gms,Grocery & Food,Pantry Essentials,0.435459166765213
Tadaa Sweet Corn Masala Masti : 225 g,Grocery & Food,Pantry Essentials,0.31304651498794556
Slurrp Farm Magic Milk Mix Millet Vanilla : 250 gm,Grocery & Food,Pantry Essentials,0.3567512631416321
Tadaa Sweet Corn Kernels Piri Piri : 225 gms,Fashion & Accessories,Women's Fashion,0.3
Tadaa Sweet Corn Pani Puri : 225 g,Grocery & Food,Pantry Essentials,0.3699102997779846
Desi Nutri Instant Millet Kheer Mix : 200 gm,Grocery & Food,Pantry Essentials,0.4643704891204834
Gits Ready Meals Veg Biryani : 265 gms,Grocery & Food,Pantry Essentials,0.4071369469165802
Gits Kesar Kulfi Mix : 100 gms,Grocery & Food,Pantry Essentials,0.23771971464157104
Slurrp Farm Magic Milk Mix Millet Berry Blast : 250 gm,Party & Events,Party Supplies,0.3297373056411743
Gits Ready Meals Paneer Tikka Masala : 285 gms,Grocery & Food,Pantry Essentials,0.4374611973762512
Tadaa Sweet Corn Sea salt & pepper : 225 g,Grocery & Food,Pantry Essentials,0.3856492042541504
TDH Rishika Millet Meal : 10 x 80 gm,Grocery & Food,Pantry Essentials,0.5024847984313965
SGR 777 Appalam No. 5 Papad : 150 gms,Sports & Fitness,Sports Equipment,0.3
SGR 777 Appalam Papad : 300 gms,Sports & Fitness,Sports Equipment,0.3
Sri Manjgold Fingers Fryums : 500 gms,Garden & Outdoor,Gardening,0.20908913016319275
Sri Manj Sago Vadiam Pl : 200 gms,Fashion & Accessories,Women's Fashion,0.16668131947517395
Sri Manjunatha Ravva Muruku Papad : 200 gms,Fashion & Accessories,Women's Fashion,0.19293281435966492
Shareat Whole Wheat Pani Puri : 200 gms,Grocery & Food,Pantry Essentials,0.3644120991230011
Shareat Foochka Ready To Fry - Pani Puri : 1 kg,Grocery & Food,Pantry Essentials,0.40064626932144165
Mother's Recipe Moong Papad : 180 gms,Party & Events,Party Supplies,0.2621321678161621
Mother's Recipe Udad Papad : 180 gms,Grocery & Food,Pantry Essentials,0.2704930603504181
Sri Manj Minapa Papad : 200 gms,Grocery & Food,Pantry Essentials,0.16326582431793213
Mother's Punjabi Masala Papad : 180 gms,Fashion & Accessories,Women's Fashion,0.3144269585609436
Mother's Recipe Madras Appalam Papad : 100 gms,Grocery & Food,Pantry Essentials,0.3683653175830841
Royal Gulab Jamun : 1 kg,Electronics,Home Appliances,0.3
Haldiram's Soan Papdi : 500 gms,Automotive,Cars & Motorbike,0.13840079307556152
GRB Gulab Jamun Tin : 500 gms,Grocery & Food,Pantry Essentials,0.21764303743839264
Twinings Green Tea & Lemon,Grocery & Food,Snacks & Beverages,0.3405595123767853
Bambino Badam Soan Papdi : 200 gms,Grocery & Food,Pantry Essentials,0.18730655312538147
TDH Rishika Papad : 100 g,Party & Events,Party Supplies,0.1956167221069336
Shree Peanut Chikki : 100 gms,Grocery & Food,Pantry Essentials,0.3353012800216675
Mother's Garlic Green Chilli Papad : 180 gms,Grocery & Food,Pantry Essentials,0.2219720184803009
Royal Rasgulla : 1 kg,Electronics,Home Appliances,0.3
Karachi Classic Elaichi Soan Papdi : 200 gms,Grocery & Food,Pantry Essentials,0.22662276029586792
Bikaji Gulab Jamun Gol-M-Gol : 1.25 kgs,Electronics,Home Appliances,0.3
GRB Ghee Mysore Pak : 200 gms,Grocery & Food,Pantry Essentials,0.21763615310192108
Shree Rajgira Peanut Chikki : 90 gms,Grocery & Food,Pantry Essentials,0.3680022358894348
Haldiram's Soan Cake : 400 gms,Party & Events,Party Supplies,0.2721049189567566
Karachi Mysorepak : 200 gms,Automotive,Cars & Motorbike,0.19938170909881592
GRB Ghee Bombay Halwa : 200 gms,Fashion & Accessories,Women's Fashion,0.3
Chandu Dink Ladoo,Fashion & Accessories,Women's Fashion,0.301546573638916
GRB Rasogolla Tin : 500 gms,Industrial & Scientific,Lab & Scientific,0.12689971923828125
Haldiram's Agra Taj Petha : 200 gms,Fashion & Accessories,Women's Fashion,0.1618870347738266
Surya Soan Papdi : 200 gms,Grocery & Food,Pantry Essentials,0.13986027240753174
Karachi Orange Soan Papdi : 200 gms,Smart Home,Smart Devices,0.16754955053329468
TDH Rishika Sunnundalu : 200 gms,Grocery & Food,Pantry Essentials,0.252712219953537
Lal Karachi Halwa : 200 gms,Fashion & Accessories,Women's Fashion,0.3
TDH Rishika Sunnundalu : 400 gms,Grocery & Food,Pantry Essentials,0.22020956873893738
Sparsh Bio Premium Mango Pickle : 500 gms,Grocery & Food,Pantry Essentials,0.25176671147346497
TDH Rishika Mango Pickle : 250 g,Grocery & Food,Pantry Essentials,0.27179741859436035
Mother's Recipe Mango Pickle - Pouch : 500 gms,Grocery & Food,Pantry Essentials,0.3672551214694977
Swastiks Lime Pickle : 300 gms,Fashion & Accessories,Women's Fashion,0.3
Swastiks Mango Pickle : 1 kg,Electronics,Home Appliances,0.3
Swastiks Mango Avakaya Pickle : 1 kg,Electronics,Home Appliances,0.3
Mother's Recipe Mango Pickle - Jar : 1 kg,Electronics,Home Appliances,0.3
Swastiks Avakaya Mango Pickle : 300 gms,Fashion & Accessories,Women's Fashion,0.3
TDH Rishika Lemon Pickle : 250 g,Grocery & Food,Pantry Essentials,0.26003602147102356
Mother's Recipe Mixed Pickle Jar : 1 kg,Grocery & Food,Snacks & Beverages,0.302346408367157
Mother's Mango Pickle : 300 gms,Baby Products,Baby Care,0.2676435112953186
Aachi Avakkai Pickle : 1 kg,Electronics,Home Appliances,0.3
Mother's Green Chilli Pickle : 300 gms,Pet Supplies,Cat Supplies,0.25354713201522827
TDH Rishika Red Chilli Pickle : 250 g,Grocery & Food,Snacks & Beverages,0.24163489043712616
